Shock_Country,Aluminium ores and concentrates,Copper ores and concentrates,"Lead, zinc and tin ores and concentrates",Nickel ores and concentrates,Other non-ferrous metal ores and concentrates,Precious metal ores and concentrates,Aluminium and aluminium products,Basic iron and steel and of ferro-alloys and first products thereof,Copper products,"Lead, zinc and tin and products thereof",Other non-ferrous metal products,Precious metals,Electrical machinery and apparatus n.e.c. (31),"Fabricated metal products, except machinery and equipment (28)",Machinery and equipment n.e.c. (29)
LT,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,,,,,,,0.0,0.001,0.0,0.007,0.0,0.0,0.0,0.001,0.0
LV,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,,,,,0.0,,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.002,0.0
NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0
PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU,0.0,0.0,0.003,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0
SE,,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0
SI,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WE,0.048,0.0,0.005,0.001,0.001,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BR,0.009,0.006,0.013,0.011,0.001,0.0,0.001,0.002,0.001,0.001,0.001,0.0,0.001,0.0,0.0
CA,0.0,0.002,0.001,0.004,0.0,0.0,0.005,0.005,0.001,0.004,0.004,0.0,0.001,0.006,0.001
MX,0.0,0.003,0.001,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.001,0.0,0.006,0.004,0.0
US,0.0,0.029,0.006,,0.0,0.001,0.029,0.035,0.022,0.004,0.01,0.006,0.038,0.103,0.045
WL,0.015,0.02,0.01,0.009,0.0,0.0,0.001,0.002,0.01,0.002,0.001,0.0,0.001,0.002,0.0
CN,0.351,0.24,0.144,0.365,0.159,0.002,0.762,0.243,0.792,0.729,0.646,0.291,0.713,0.224,0.715
ID,0.014,0.001,0.0,0.019,0.0,0.0,0.0,0.004,0.001,0.001,0.004,0.0,0.0,0.0,0.0
IN,0.002,0.0,0.0,,0.0,0.0,0.013,0.123,0.015,0.035,0.001,0.001,0.004,0.047,0.012
JP,,,,,0.0,0.0,0.006,0.016,0.006,0.017,0.022,0.006,0.003,0.025,0.021
KR,,0.0,0.0,0.003,0.0,0.0,0.004,0.005,0.004,0.021,0.008,0.0,0.003,0.004,0.001
TR,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.005,0.0,0.0,0.0,0.004,0.0,0.004,0.0
TW,0.0,0.0,0.001,,0.0,0.0,0.002,0.004,0.001,0.001,0.002,0.004,0.013,0.013,0.001
WA,0.158,0.363,0.079,0.15,0.007,0.0,0.019,0.076,0.017,0.029,0.021,0.024,0.052,0.085,0.01
WM,0.014,0.173,0.053,0.018,0.002,0.001,0.006,0.022,0.005,0.004,0.005,0.003,0.016,0.032,0.005
WF,0.304,0.039,0.433,0.098,0.029,0.001,0.004,0.022,0.005,0.006,0.028,0.0,0.005,0.02,0.003
ZA,,0.113,0.221,0.258,0.8,0.995,0.127,0.398,0.105,0.108,0.211,0.647,0.126,0.399,0.147
AU,0.081,0.005,0.022,0.016,0.002,0.0,0.001,0.001,0.001,0.003,0.004,0.0,0.0,0.0,0.0
